UNINUM,Number,Name,Address,County,City,State,Zip,Service.Type,Established.Date,Acquired.Date,X,Y
430929,9233,Virginia Center Station Branch,9811 Brook Road,Henrico,Glen Allen,VA,23059,Full Service Brick and Mortar Office,12/29/2003,03/20/2010,-77.460081,37.6674045
431102,8828,Ten High Branch,406 10th Street,Charlottesville City,Charlottesville,VA,22902,Full Service Brick and Mortar Office,07/25/2003,03/20/2010,-78.4713871,38.0313482
431109,8835,Garrisonville- Salisbury Road Branch,131 Garrisonville Road,Stafford,Stafford,VA,22554,Full Service Brick and Mortar Office,10/04/2003,03/20/2010,-77.41295389999999,38.4685851
431116,8841,13th & I Branch,"1300 I Street, Nw",District Of Columbia,Washington,DC,20005,Full Service Brick and Mortar Office,06/28/2004,03/20/2010,-77.03009879999999,38.9010633
439344,9247,Hickory Corner Branch,11290 Nuckols Road,Henrico,Glen Allen,VA,23059,Full Service Brick and Mortar Office,10/15/2004,03/20/2010,-77.5878455,37.6810482
440756,9254,County Center Branch,12711 Marblestone Drive,Prince William,Woodbridge,VA,22192,Full Service Brick and Mortar Office,07/01/2004,03/20/2010,-77.3507065,38.6780884
440770,9257,Chantilly Crossing Branch,14430 Chantilly Crossing Lane,Fairfax,Chantilly,VA,20151,Full Service Brick and Mortar Office,08/11/2004,03/20/2010,-77.4439773,38.8968622
440776,9263,Leesburg Branch,30 Catoctin Circle Se Suite A,Loudoun,Leesburg,VA,20175,Full Service Brick and Mortar Office,07/01/2004,03/20/2010,-77.5651847,39.107129
440788,9269,Southside Marketplace Branch,879 East Fort Avenue,Baltimore City,Baltimore,MD,21230,Full Service Brick and Mortar Office,12/06/2004,03/20/2010,-76.6026296,39.2700823
440796,9277,Waldorf Branch,3050 Waldorf Market Place,Charles,Waldorf,MD,20603,Full Service Brick and Mortar Office,12/13/2004,03/20/2010,-76.9180746,38.62819340000001
440797,9278,Desoto Branch,"1447 P Street, N.W.",District Of Columbia,Washington,DC,20005,Full Service Brick and Mortar Office,12/13/2004,03/20/2010,-77.0336075,38.9098445
440811,9291,Tivoli Square Branch,"3325 14th Street, N.W.",District Of Columbia,Washington,DC,20010,Full Service Brick and Mortar Office,04/30/2005,03/20/2010,-77.0324559,38.9307473
443243,9311,Ryan Park Branch,43650 Yukon Drive,Loudoun,Ashburn,VA,20147,Full Service Brick and Mortar Office,06/27/2005,03/20/2010,-77.491124,39.0112531
444517,9330,Arundel Mills Branch,7568 Ridge Road,Anne Arundel,Hanover,MD,21076,Full Service Brick and Mortar Office,07/25/2005,03/20/2010,-76.721071,39.1520901
444570,9332,Southpoint Branch,9906 Southpoint Parkway,Spotsylvania,Fredericksburg,VA,22407,Full Service Brick and Mortar Office,08/29/2005,03/20/2010,-77.5039381,38.2336673
447327,9375,Shoppes At Quarterfield Branch,7846 Quarterfield Road,Anne Arundel,Severn,MD,21144,Full Service Brick and Mortar Office,12/19/2005,03/20/2010,-76.64862629999999,39.1433761
447851,9380,Lorton Town Center Branch,8994 Lorton Station Boulevard,Fairfax,Lorton,VA,22079,Full Service Brick and Mortar Office,01/09/2006,03/20/2010,-77.2131656,38.7142584
452090,9425,Bowie Town Center Branch,4323 Collington Road,Prince George's,Bowie,MD,20716,Full Service Brick and Mortar Office,03/20/2006,03/20/2010,-76.7341488,38.9469231
453779,9436,Lightfoot Branch,820 E Rochambeau Drive,York,Williamsburg,VA,23188,Full Service Brick and Mortar Office,06/05/2006,03/20/2010,-76.7400004,37.3429624
456235,9457,Port Potomac Branch,16300 Navigation Drive,Prince William,Woodbridge,VA,22191,Full Service Brick and Mortar Office,09/25/2006,03/20/2010,-77.2951506,38.5992484
456840,9467,Largo Commons Branch,9800 Apollo Drive,Prince George's,Largo,MD,20774,Full Service Brick and Mortar Office,10/25/2006,03/20/2010,-76.8365534,38.9033555
457213,9473,King Farm Branch,"404 King Farm Boulevard, Suite 100",Montgomery,Rockville,MD,20850,Full Service Brick and Mortar Office,11/20/2006,03/20/2010,-77.17273589999999,39.1132449
460570,9488,Celebrate Virginia Branch,35 Banks Ford Parkway,Stafford,Fredericksburg,VA,22406,Full Service Brick and Mortar Office,01/08/2007,03/20/2010,-77.5198865,38.359709
467987,9553,Culpeper Marketplace Branch,795 Nalles Mill Road,Culpeper,Culpeper,VA,22701,Full Service Brick and Mortar Office,07/26/2007,03/20/2010,-77.9762295,38.4809343
468289,9569,Crooked Run Branch,256 Crooked Run Plaza,Warren,Front Royal,VA,22630,Full Service Brick and Mortar Office,09/10/2007,03/20/2010,-78.1901908,38.9668198
469601,9581,Metropolitan Park Branch,1429 South Fern Street,Arlington,Arlington,VA,22202,Full Service Brick and Mortar Office,11/05/2007,03/20/2010,-77.05596539999999,38.860016
472080,9805,Shops At Park Village Branch,1545 Alabama Avenue Se,District Of Columbia,Washington,DC,20032,Full Service Brick and Mortar Office,01/28/2008,03/20/2010,-76.9812393,38.8461501
474362,9807,Adams Morgan Branch,1804 Adams Mills Road Nw,District Of Columbia,Washington,DC,20009,Full Service Brick and Mortar Office,03/03/2008,03/20/2010,-77.0430378,38.92295319999999
475459,9809,Belmont Green Branch,42995 Eastern Kingbird Plaza,Loudoun,Ashburn,VA,20147,Full Service Brick and Mortar Office,03/17/2008,03/20/2010,-77.5138837,39.0566237
477395,9827,Harbor East Branch,725 South Eden Street,Baltimore City,Baltimore,MD,21231,Full Service Brick and Mortar Office,05/05/2008,03/20/2010,-76.5979607,39.2829231
479907,9839,Fairfax Marketplace Branch,10944 Fairfax Blvd,Fairfax City,Fairfax,VA,22030,Full Service Brick and Mortar Office,06/16/2008,03/20/2010,-77.3218081,38.8533711
479909,9841,Gateway Overlook Branch,8210 Gateway Overlook Dr,Howard,Elkridge,MD,21075,Full Service Brick and Mortar Office,06/23/2008,03/20/2010,-76.7964275,39.1862789
479915,9847,Olney Branch,16810 Georgia Ave,Montgomery,Olney,MD,20832,Full Service Brick and Mortar Office,07/20/2007,03/20/2010,-77.071509699999993,39.1322607
493529,9853,Westchester Commons Branch,164 Schofield Dr,Chesterfield,Midlothian,VA,23113,Full Service Brick and Mortar Office,09/11/2008,03/20/2010,-77.6958588,37.5138472
493854,9901,Rosewick Crossing Branch,100 Rosewick Rd,Charles,La Plata,MD,20646,Full Service Brick and Mortar Office,08/04/2008,03/20/2010,-76.9855783,38.556008
497255,9905,Constant Friendship Branch,400 Constant Friendship Blvd,Harford,Abingdon,MD,21009,Full Service Brick and Mortar Office,10/26/2009,03/20/2010,-76.3170973,39.4633396
498623,9906,Riverdale Park Branch,6235 Baltimore Avenue,Prince George's,Riverdale,MD,20737,Full Service Brick and Mortar Office,10/22/2009,03/20/2010,-76.9388899,38.96417400000001
498647,9907,Brandywine Crossing Branch,16000 Crain Highway,Prince George's,Brandywine,MD,20613,Full Service Brick and Mortar Office,11/09/2009,03/20/2010,-76.8750913,38.670934
499297,9909,Eastgate Marketplace Branch,25420 Eastern Marketplace Plaza,Loudoun,South Riding,VA,20152,Full Service Brick and Mortar Office,11/03/2009,03/20/2010,-77.4882787,38.9135064
500325,9913,Aspen Hill Branch,13920 Georgia Avenue,Montgomery,Silver Spring,MD,20906,Full Service Brick and Mortar Office,01/02/2010,03/20/2010,-77.0778967,39.0825467
508658,9946,Hunt Valley Pb - Satellite Office,225 International Dr,Baltimore,Hunt Valley,MD,21030,Limited Service Facility Office,05/04/2010,,-76.66165149999999,39.4961874
508665,9953,Lynchburg Business Banking Office,"700 Main Street, 3rd Floor Section C",Lynchburg City,Lynchburg,VA,24504,Limited Service Facility Office,05/04/2010,,-79.1430353,37.4164663
512347,9992,Madison Branch,1264 North Main Street,Madison,Madison,VA,22727,Full Service Brick and Mortar Office,03/20/2010,,-78.2460571,38.3902647
512350,9995,"Village At Leesburg Branch, The",1616 Village Market Blvd Se,Loudoun,Leesburg,VA,20175,Full Service Brick and Mortar Office,01/12/2010,,-77.5264773,39.0906258
512352,9997,Quarterpath Crossing Branch,1520 Quarterpath Road,Williamsburg City,Williamsburg,VA,23185,Full Service Brick and Mortar Office,07/01/2009,,-76.68484219999999,37.2480736
528040,10049,Annapolis Pb - Satellite Branch,1906 Towne Center Boulevard,Anne Arundel,Annapolis,MD,21401,Limited Service Facility Office,01/10/2012,,-76.54146399999999,38.9814541
531793,10053,Va Loudoun County 1 Branch,21200 Campus Drive,Loudoun,Sterling,VA,20164,Limited Service Mobile Office,06/30/2012,,-77.3929773,39.0281558
531794,10054,Va Fairfax County 1 Branch,8333 Little River Turnpike,Fairfax,Annandale,VA,22003,Limited Service Mobile Office,06/30/2012,,-77.2366292,38.8341332
531796,10056,Dc District Of Columbia County 1,125 Michigan Avenue Ne,District Of Columbia,Washington,DC,20017,Limited Service Mobile Office,06/30/2012,,-77.0048824,38.9275215
533510,10059,Janaf Branch,1280 Military Hwy,Norfolk City,Norfolk,VA,23502,Full Service Brick and Mortar Office,07/01/2011,,-76.21029089999999,36.867108400000014
533512,10060,360 West Branch,8300 Hull Street Rd.,Chesterfield,North Chesterfield,VA,23235,Full Service Brick and Mortar Office,07/01/2011,,-77.5486193,37.45939
533530,10065,Clemson Corner Branch,7860 Wormans Mill Road,Frederick,Frederick,MD,21701,Full Service Brick and Mortar Office,07/01/2011,,-77.3977792,39.4476593
533537,10070,Oyster Point Branch,600 Thimble Shoals Blvd.,Newport News City,Newport News,VA,23606,Full Service Brick and Mortar Office,07/01/2011,,-76.4793186,37.0830657
533538,10071,Olde Towne Portsmouth Branch,600 Crawford Street,Portsmouth City,Portsmouth,VA,23704,Full Service Brick and Mortar Office,07/01/2011,,-76.29818689999999,36.8341995
533543,10072,Pantops Branch,1420 Rolkin Ct,Albemarle,Charlottesville,VA,22911,Full Service Brick and Mortar Office,07/01/2011,,-78.4419334,38.0299283
538613,10087,Noma Capitol Plaza Branch,"1200 First Street, Ne",District Of Columbia,Washington,DC,20002,Full Service Brick and Mortar Office,04/15/2013,,-77.0063357,38.9060638
541078,10100,Md Baltimore County 1 Branch,8000 York Road,Baltimore,Towson,MD,21252,Limited Service Mobile Office,09/05/2012,,-76.60710910000002,39.3936229
541079,10101,Md Baltimore City 2 Branch,1700 East Cold Spring Lane,Baltimore City,Baltimore,MD,21251,Limited Service Mobile Office,09/05/2012,,-76.58243879999999,39.3442455
541080,10102,Md Baltimore City 4 Branch,1420 North Charles Street,Baltimore City,Baltimore,MD,21201,Limited Service Mobile Office,09/05/2012,,-76.61645039999999,39.3059189
541081,10103,Md Baltimore City 5 Branch,2901 Liberty Heights Avenue,Baltimore City,Baltimore,MD,21215,Limited Service Mobile Office,09/05/2012,,-76.6619365,39.3207741
541089,10111,Va City Of Richmond 1 Branch,701 West Broad Street,Richmond City,Richmond,VA,23220,Limited Service Mobile Office,06/10/2013,,-77.44859699999999,37.549158
542031,10115,Md Baltimore City 3 Branch,2500 W North Avenue,Baltimore City,Baltimore,MD,21216,Limited Service Mobile Office,09/05/2012,,-76.6587569,39.3100198
544686,10130,Westfield Annapolis Nd Branch,2002 Annapolis Mall,Anne Arundel,Annapolis,MD,21401,Limited Service Messenger Office,10/09/2013,,-76.54537499999999,38.9891998
544692,10135,Westfield Wheaton Nd Branch,11160 Veirs Mill Road,Montgomery,Wheaton,MD,20902,Limited Service Messenger Office,10/08/2013,,-77.0548273,39.0368361
546060,10136,Clarksburg Village Center Branch,12101 Chestnut Branch Way,Montgomery,Clarksburg,MD,20871,Full Service Brick and Mortar Office,11/18/2013,,-77.250436,39.230616
553040,10157,U Street Branch,"1934 14th Street, Nw",District Of Columbia,Washington,DC,20009,Full Service Brick and Mortar Office,04/28/2014,,-77.0321754,38.9166614
553942,10158,Crown Farm Branch,107 Crown Park Avenue,Montgomery,Gaithersburg,MD,20878,Full Service Brick and Mortar Office,05/12/2014,,-77.2066215,39.11489660000001
553943,10159,Mt Vernon Square Branch,490 L Street Nw,District Of Columbia,Washington,DC,20001,Full Service Retail Office,05/13/2014,,-77.0186955,38.9035684
556609,10161,North Point Village Center Branch,1498 Northpoint Village Center,Fairfax,Reston,VA,20194,Full Service Brick and Mortar Office,06/02/2014,,-77.3481006,38.9798394
557700,10216,Md Montgomery County 1 Branch,8100 Connecticut Avenue,Montgomery,Chevy Chase,MD,20815,Limited Service Mobile Office,07/01/2013,,-77.0783014,38.9917968
560697,10256,Md Prince George's County 1 Branch,8151 15th Avenue,Prince George's,Hyattsville,MD,20783,Limited Service Mobile Office,10/15/2014,,-76.981483,38.990764
563186,10268,Cathedral Commons Branch,"3314 Wisconsin Ave, Nw",District Of Columbia,Washington,DC,20016,Full Service Brick and Mortar Office,12/08/2014,,-77.0725762,38.9336464
567192,10275,Lexington Market,400 West Lexington Street,Baltimore City,Baltimore,MD,21201,Limited Service Facility Office,09/29/2014,,-76.62142899999999,39.291674
567539,10282,Bethesda Pb Branch,7475 Wisconsin Ave,Montgomery,Bethesda,MD,20814,Limited Service Facility Office,04/01/2015,,-77.0937684,38.9843923
571973,10302,Va Harrisonburg City 1 Branch,1031 Harrison Street,Harrisonburg City,Harrisonburg,VA,22807,Limited Service Mobile Office,08/25/2015,,-78.87842599999999,38.43935
579934,10325,Cascades Overlook Branch,21361 Epicerie Plaza,Loudoun,Sterling,VA,20164,Full Service Brick and Mortar Office,06/06/2016,,-77.3952865,39.0247114
582574,10351,Va Lynchburg City 1 Branch,1971 University Blvd,Lynchburg City,Lynchburg,VA,24515,Limited Service Mobile Office,09/26/2016,,-79.1770145,37.3530503
